Paket_id,Vikt,Förtjänst,Deadline,Volym
2241341252,3.4,8,7,19.3
2241341254,7.0,2,-2,13.8
2241341258,0.9,5,7,9.2
2241341263,5.1,9,-5,9.9
2241341268,9.3,9,-4,12.7
2241341273,4.4,8,3,15.5
2241341275,7.8,5,-3,6.8
2241341279,2.2,9,3,16.2
2241341284,8.6,7,3,1.2
2241341285,7.4,6,-5,14.7
2241341290,11.1,9,4,2.8
2241341291,7.1,3,5,9.7
2241341295,10.7,9,-2,9.6
2241341297,9.1,7,5,2.7
2241341301,8.6,4,-5,14.7
2241341304,10.7,9,3,5.0
2241341308,10.2,8,8,16.1
2241341311,1.1,6,3,6.1
2241341312,4.2,7,-2,10.7
2241341316,8.1,6,3,16.5
2241341318,4.2,2,-3,9.3
2241341322,11.1,1,3,17.3
2241341326,12.0,5,1,1.1
2241341330,7.5,9,-4,8.1
2241341335,4.2,5,-3,11.8
2241341339,5.2,8,4,4.9
2241341340,0.8,4,9,5.2
2241341346,2.5,8,5,11.9
2241341352,6.7,3,9,7.9
2241341354,10.7,2,2,17.7
2241341357,9.3,4,5,16.4
2241341359,11.4,7,-2,11.9
2241341360,2.5,6,8,4.5
2241341365,9.0,8,8,3.0
2241341367,2.7,3,4,12.4
2241341372,1.3,9,6,6.2
2241341375,6.7,5,-1,8.5
2241341376,10.5,5,2,14.5
2241341377,7.4,2,1,16.4
2241341379,11.9,3,2,17.8
2241341384,2.6,4,7,11.1
2241341385,9.8,6,1,11.1
2241341386,1.3,4,9,15.2
2241341388,1.0,1,8,5.5
2241341389,9.8,9,0,6.6
2241341392,7.0,4,-2,13.4
2241341395,7.4,3,3,3.2
2241341396,1.4,6,4,4.7
2241341402,10.1,6,7,1.6
2241341405,10.0,6,5,13.2
2241341407,3.3,2,3,14.9
2241341411,11.2,8,-5,5.4
2241341417,2.0,5,4,7.6
2241341422,0.5,1,7,16.5
2241341424,5.4,2,7,5.9
2241341428,0.4,3,7,4.7
2241341431,6.5,8,-2,13.2
2241341432,5.4,7,7,11.6
2241341437,8.3,7,-4,9.0
2241341441,7.8,7,-1,10.1
2241341444,2.8,4,9,7.0
2241341448,8.9,3,0,13.0
2241341453,4.6,1,-4,7.0
2241341455,9.8,5,2,14.0
2241341461,1.8,6,2,11.7
2241341465,9.5,9,-2,6.7
2241341467,3.2,8,8,9.0
2241341473,1.0,9,8,0.1
2241341474,3.8,2,9,16.6
2241341478,8.7,4,5,15.0
2241341483,9.7,7,0,6.8
2241341485,1.6,9,7,10.2
2241341486,7.8,1,2,20.0
2241341490,0.1,9,6,0.7
2241341493,11.4,1,-3,9.3
2241341494,11.0,2,-2,5.2
2241341495,2.8,3,8,7.0
2241341496,5.9,5,3,4.0
2241341502,6.1,4,-5,14.8
2241341505,9.8,1,4,3.7
2241341511,3.4,5,7,1.4
2241341515,11.0,4,4,9.7
2241341520,5.5,5,4,5.7
2241341522,0.2,1,5,5.4
2241341528,2.8,5,9,2.9
2241341531,5.3,6,1,9.3
2241341535,8.1,1,5,16.3
2241341540,6.1,7,4,9.9
2241341542,10.0,3,3,16.7
2241341545,1.3,5,4,9.0
2241341548,5.9,3,-2,8.2
2241341552,7.8,5,0,0.2
2241341554,9.1,9,-4,9.9
2241341558,6.2,7,-4,9.7
2241341560,10.5,2,4,14.5
2241341563,1.4,3,9,15.2
2241341564,11.0,5,9,16.8
2241341565,8.0,8,-2,9.7
2241341570,6.4,3,7,5.6
2241341576,4.4,8,-1,11.0
2241341581,2.5,1,2,18.7
2241341586,0.8,9,4,18.9
2241341592,10.2,2,0,3.0
2241341597,2.5,4,1,9.5
2241341598,6.1,5,6,4.0
2241341599,8.1,5,5,5.3
2241341605,9.6,4,-2,9.5
2241341607,3.6,4,5,1.0
2241341608,5.3,5,7,16.5
2241341609,2.4,3,5,2.6
2241341612,7.3,6,5,19.5
2241341614,9.3,4,0,10.6
2241341616,10.8,3,3,11.0
2241341619,3.0,5,0,18.1
2241341621,4.3,7,0,9.9
2241341623,4.5,3,8,6.8
2241341629,3.0,9,4,12.3
2241341631,5.9,1,-3,14.4
2241341637,5.9,1,8,8.7
2241341638,3.6,3,5,8.3
2241341640,9.3,3,-2,13.8
2241341641,8.4,1,6,19.7
2241341647,10.9,7,8,18.2
2241341648,10.1,1,7,5.4
2241341653,4.4,5,9,18.6
2241341657,0.5,9,2,16.5
2241341662,5.8,4,-1,9.5
2241341663,10.4,1,5,6.6
2241341665,3.1,4,1,13.9
2241341670,10.3,4,6,7.9
2241341674,9.6,9,-5,13.1
2241341679,0.3,7,8,1.5
2241341685,1.3,2,9,9.5
2241341687,5.6,2,-5,10.2
2241341689,8.9,7,2,6.9
2241341695,11.2,6,2,18.6
2241341698,11.6,9,5,16.6
2241341699,8.7,8,8,12.6
2241341700,6.7,8,7,13.8
2241341703,8.9,9,5,9.4
2241341706,5.8,9,1,13.4
2241341710,5.1,5,1,12.4
2241341716,6.3,7,2,3.0
2241341719,0.2,1,4,19.2
2241341725,5.2,2,1,3.6
2241341729,9.6,5,-1,5.5
2241341733,11.8,1,4,1.2
2241341736,2.8,6,2,2.9
2241341738,7.6,3,8,12.3
2241341739,0.6,5,9,10.5
2241341742,1.1,5,8,2.8
2241341744,11.1,7,-4,12.5
2241341745,2.2,2,3,8.4
2241341751,7.0,9,4,9.7
2241341752,3.3,4,6,7.7
2241341755,11.9,9,1,18.5
2241341759,1.8,7,5,17.5
2241341765,3.2,9,2,14.8
2241341768,8.6,6,4,13.1
2241341773,9.6,5,-2,5.6
2241341779,9.7,5,7,11.9
2241341784,10.6,5,4,19.5
2241341788,5.8,9,8,5.5
2241341789,8.7,8,-3,13.7
2241341792,0.3,3,1,11.5
2241341796,8.4,7,-4,6.8
2241341801,3.9,5,7,13.0
2241341805,4.0,7,2,13.8
2241341807,0.2,6,4,9.9
2241341813,7.4,8,-4,10.3
2241341817,0.6,5,4,15.0
2241341819,8.8,2,0,8.2
2241341821,5.2,4,-4,5.6
2241341827,2.1,8,3,8.3
2241341833,10.5,8,3,12.2
2241341839,11.2,9,3,4.5
2241341844,3.4,5,9,19.7
2241341845,6.8,3,1,8.2
2241341850,6.9,3,4,4.0
2241341852,6.5,2,9,10.0
2241341854,7.7,2,0,19.7
2241341857,2.4,2,2,8.3
2241341860,7.3,8,9,13.3
2241341862,0.2,6,8,3.4
2241341865,10.0,6,-4,14.1
2241341867,11.9,6,7,17.9
2241341872,8.5,7,8,3.1
2241341876,0.9,3,2,3.8
2241341880,10.9,4,-2,8.5
2241341881,7.7,9,-1,5.3
2241341887,1.4,9,4,3.1
2241341888,10.5,6,-5,9.1
2241341889,1.1,9,4,13.8
2241341893,6.6,4,-1,13.9
2241341894,4.0,2,0,14.6
2241341895,5.3,5,4,14.8
2241341899,10.5,4,-4,6.2
2241341903,7.9,8,-1,14.2
2241341906,6.9,6,-2,6.7
2241341908,2.0,8,4,3.9
2241341910,7.0,4,3,3.6
2241341911,11.4,8,0,14.9
2241341915,1.7,2,9,8.8
2241341921,1.8,1,9,5.8
2241341923,1.3,9,1,10.3
2241341924,9.1,7,4,2.5
2241341926,4.9,3,2,13.2
2241341929,4.4,8,8,14.4
2241341932,11.2,5,2,5.4
2241341938,0.9,4,2,18.8
2241341943,8.8,3,-5,9.1
2241341945,0.9,6,4,6.0
2241341946,0.3,8,7,19.1
2241341952,11.0,8,-3,6.6
2241341953,4.9,5,3,13.3
2241341959,2.9,3,7,7.4
2241341961,4.1,4,3,1.0
2241341963,10.4,2,2,16.1
2241341965,5.8,2,6,6.0
2241341970,5.8,7,9,8.3
2241341975,3.2,5,7,13.0
2241341981,8.5,9,1,7.1
2241341982,1.7,7,0,3.5
2241341984,2.7,3,0,19.6
2241341987,4.9,3,-1,9.6
2241341992,7.4,2,5,1.7
2241341998,6.1,8,3,3.7
2241342004,6.8,5,-4,5.4
2241342005,11.4,1,-4,11.8
2241342009,9.9,1,-5,14.7
2241342012,6.4,6,2,15.2
2241342018,5.9,8,5,16.1
2241342019,9.0,9,9,2.7
2241342021,6.4,2,-5,7.0
2241342022,9.5,4,7,6.6
2241342026,9.1,7,-2,6.0
2241342031,7.7,9,9,18.6
2241342037,6.6,6,-1,13.0
2241342038,5.1,5,0,0.8
2241342044,7.0,6,5,1.4
2241342045,3.2,7,5,4.4
2241342051,10.0,9,5,15.5
2241342055,4.8,4,4,1.1
2241342061,5.1,9,0,9.7
2241342066,1.2,2,6,4.3
2241342067,0.5,6,4,14.0
2241342068,2.2,6,8,12.5
2241342069,3.9,6,2,4.7
2241342072,1.6,5,6,9.8
2241342073,7.4,2,8,2.4
2241342075,6.0,1,2,16.4
2241342077,2.4,6,9,8.4
2241342078,6.2,8,6,1.0
2241342081,10.6,2,1,7.7
2241342086,7.3,4,9,8.9
2241342089,8.5,9,3,2.2
2241342091,11.5,4,4,2.3
2241342097,0.8,5,4,4.4
2241342102,11.9,5,5,8.6
2241342103,2.8,7,1,16.2
2241342104,1.2,9,6,19.2
2241342106,2.3,6,8,3.5
2241342109,4.1,5,-3,7.2
2241342112,9.5,7,7,13.1
2241342115,6.9,7,6,11.5
2241342120,6.7,7,8,3.0
2241342125,3.0,8,1,19.2
2241342129,4.2,2,-1,9.7
2241342134,7.6,6,-3,6.8
2241342139,1.7,6,4,3.5
2241342144,4.7,1,3,16.4
2241342147,1.6,3,8,3.1
2241342149,1.0,4,7,13.2
2241342152,4.9,3,1,3.8
2241342158,9.6,4,7,11.1
2241342164,10.1,2,-4,11.4
2241342170,5.1,4,-3,11.6
2241342171,6.0,1,5,12.8
2241342172,8.7,3,0,6.0
2241342175,2.9,8,2,3.5
2241342181,5.9,8,-1,8.5
2241342186,7.6,4,2,1.9
2241342189,7.8,6,1,8.8
2241342192,9.3,4,-4,13.9
2241342198,3.1,2,5,13.4
2241342199,6.6,5,3,14.0
2241342203,6.9,8,-1,11.3
2241342207,9.1,3,0,4.3
2241342208,2.4,4,0,3.1
2241342212,11.0,1,8,13.8
2241342216,4.7,8,6,6.0
2241342219,9.0,9,0,10.4
2241342225,5.4,6,8,5.7
2241342231,12.0,7,9,18.2
2241342232,9.7,4,6,2.1
2241342235,11.2,6,4,13.2
2241342239,4.8,3,-4,14.4
2241342242,11.3,8,-2,11.0
2241342244,10.3,1,6,13.8
2241342245,4.0,4,7,15.7
2241342248,10.1,6,-4,7.6
2241342252,3.8,5,7,13.7
2241342254,6.9,8,9,14.8
2241342256,11.2,7,9,14.5
2241342261,5.7,9,6,4.0
2241342267,2.1,6,9,14.0
2241342269,6.4,6,-4,14.0
2241342274,9.5,4,-5,7.4
2241342278,5.0,3,2,13.2
2241342281,8.9,8,-1,6.8
2241342282,9.6,9,6,4.8
2241342287,11.3,6,1,1.1
2241342292,11.2,1,5,15.5
2241342293,0.6,4,5,2.0
2241342297,8.7,4,-3,9.2
2241342300,4.3,4,4,2.0
2241342304,10.7,8,8,11.0
2241342305,1.1,9,2,1.2
2241342307,2.0,3,4,2.0
2241342312,8.0,7,-4,14.5
2241342315,11.1,8,6,18.6
2241342318,11.0,1,-4,11.2
2241342322,2.4,8,1,14.5
2241342323,5.0,8,1,1.6
2241342328,11.2,6,-1,5.6
2241342332,8.2,6,8,3.5
2241342334,9.7,8,-5,11.8
2241342339,7.8,5,0,4.6
2241342342,3.0,1,8,11.1
2241342343,2.7,4,2,14.8
2241342346,10.7,5,1,12.5
2241342348,1.3,8,0,11.9
2241342351,6.6,6,1,0.4
2241342356,9.9,4,4,3.0
2241342360,3.8,5,5,9.7
2241342361,0.7,3,5,1.9
2241342364,1.7,3,6,2.5
2241342368,10.6,8,-1,13.5
2241342369,3.4,2,8,4.5
2241342370,5.6,9,-1,5.4
2241342371,1.5,7,4,13.1
2241342377,5.1,5,2,13.9
2241342380,5.1,3,-5,14.6
2241342384,1.5,1,8,17.0
2241342388,4.2,7,-4,13.5
2241342393,9.2,1,0,16.5
2241342394,5.5,4,6,8.6
2241342398,11.4,1,2,19.9
2241342402,2.1,6,3,8.6
2241342407,0.4,7,6,15.0
2241342408,1.6,5,0,0.9
2241342414,1.5,3,6,0.1
2241342420,5.8,2,-3,12.2
2241342422,9.7,7,-2,6.8
2241342426,1.0,8,7,11.3
2241342427,6.0,9,-5,12.2
2241342430,0.4,6,5,1.4
2241342431,11.4,9,4,0.6
2241342436,6.0,5,6,14.4
2241342442,8.6,3,7,14.6
2241342446,5.9,1,2,10.0
2241342448,6.7,9,-5,5.4
2241342450,8.0,9,-4,8.0
2241342453,10.7,7,2,16.3
2241342458,8.8,3,6,3.8
2241342464,2.9,8,0,8.2
2241342465,5.9,5,8,17.9
2241342468,5.2,3,-2,8.7
2241342469,9.9,3,9,10.7
2241342473,11.1,7,-2,7.3
2241342477,6.3,2,1,8.5
2241342482,1.0,4,1,16.9
2241342485,8.0,6,-1,9.0
2241342486,11.9,1,-4,5.2
2241342489,2.3,3,0,9.2
2241342491,3.0,3,0,5.9
2241342494,2.7,5,9,18.6
2241342496,5.9,4,3,9.3
2241342502,9.6,1,-2,9.7
2241342506,8.2,1,-3,8.9
2241342512,0.7,1,5,18.7
2241342518,5.4,1,-5,6.2
2241342521,0.2,1,5,0.6
2241342524,2.1,6,4,6.5
2241342528,9.8,1,-4,5.7
2241342530,6.3,5,6,14.1
2241342533,6.6,4,7,15.2
2241342534,8.3,1,-5,10.3
2241342538,7.9,7,7,18.7
2241342544,7.9,7,7,15.7
2241342547,10.4,9,-2,8.3
2241342553,10.0,9,-3,6.3
2241342559,4.0,1,9,8.6
2241342562,6.0,8,-1,7.7
2241342568,2.1,2,5,10.6
2241342570,12.0,5,9,10.8
2241342572,10.1,1,7,9.0
2241342573,10.6,3,2,4.5
2241342577,10.2,1,7,14.0
2241342578,6.3,1,8,0.2
2241342582,5.1,4,-3,8.8
2241342585,11.2,2,8,15.3
2241342590,7.7,6,-1,13.2
2241342596,6.4,1,-4,14.8
2241342597,7.6,5,-2,13.4
2241342600,6.5,3,0,9.9
2241342602,7.7,6,2,3.4
2241342604,5.2,1,3,9.4
2241342608,11.6,9,-3,12.7
2241342614,2.6,5,4,19.7
2241342616,7.6,8,2,12.3
2241342621,2.4,1,8,12.1
2241342623,11.4,7,3,18.9
2241342626,11.8,5,2,1.6
2241342627,11.2,2,-1,5.0
2241342630,10.0,9,6,7.8
2241342631,0.2,8,0,14.7
2241342633,11.3,2,0,2.1
2241342634,2.6,3,8,2.1
2241342638,5.1,3,3,14.0
2241342644,11.3,5,-1,7.8
2241342647,1.4,2,7,6.6
2241342649,9.2,5,3,17.4
2241342650,4.8,6,6,16.2
2241342655,6.1,4,1,18.0
2241342660,4.6,5,8,4.7
2241342666,6.6,9,2,11.9
2241342670,4.0,9,5,1.6
2241342672,4.2,2,3,9.0
2241342676,9.6,7,9,14.3
2241342682,1.5,4,9,2.8
2241342687,0.3,7,7,18.9
2241342689,5.7,8,9,5.6
2241342694,11.7,7,5,16.9
2241342699,10.8,6,3,13.9
2241342705,10.6,8,-2,14.9
2241342709,7.1,6,-4,10.1
2241342710,6.5,8,-2,13.4
2241342714,3.8,7,3,11.7
2241342716,6.6,1,-1,9.1
2241342720,6.4,2,1,1.8
2241342724,2.7,3,5,9.0
2241342727,2.7,3,4,5.4
2241342728,8.6,5,5,5.1
2241342733,11.2,1,1,8.7
2241342734,4.3,9,2,8.3
2241342737,9.9,7,7,4.0
2241342738,5.2,9,-4,9.2
2241342742,2.2,2,3,12.1
2241342744,2.3,4,1,9.5
2241342747,6.9,5,-1,8.3
2241342748,11.4,7,-3,13.5
2241342753,7.6,1,-5,9.5
2241342758,1.3,7,0,14.6
2241342759,8.3,7,-4,8.9
2241342762,1.9,2,3,1.5
2241342768,7.5,8,-4,9.1
2241342769,6.6,9,-5,9.9
2241342771,10.8,8,7,9.5
2241342776,11.6,6,-4,12.6
2241342781,5.1,5,-3,8.9
2241342785,8.9,6,5,11.8
2241342788,6.5,7,4,16.1
2241342791,4.1,2,5,15.6
2241342795,3.4,6,5,0.4
2241342796,10.3,5,-5,15.0
2241342800,2.0,5,6,8.9
2241342801,7.7,2,-2,10.7
2241342803,11.9,5,-3,8.0
2241342806,10.9,6,3,3.7
2241342811,10.4,6,7,11.1
2241342812,3.3,7,2,11.4
2241342816,10.6,3,0,14.4
2241342817,4.4,3,-2,11.3
2241342821,11.4,6,3,9.3
2241342826,1.8,1,4,19.7
2241342827,11.3,6,-2,12.6
2241342832,10.8,6,-1,14.0
2241342836,7.4,9,-3,11.8
2241342839,11.3,6,-2,9.3
2241342841,2.9,5,5,1.9
2241342846,11.4,1,5,16.1
2241342851,6.7,5,3,16.8
2241342854,4.3,3,4,8.0
2241342859,8.8,8,5,6.7
2241342861,10.7,2,-2,5.5
2241342862,6.7,9,8,19.8
2241342865,1.2,3,5,3.9
2241342868,6.9,7,-4,13.3
2241342870,9.7,6,0,17.0
2241342871,5.5,7,9,16.7
2241342876,0.5,4,4,13.3
2241342877,8.5,5,3,16.0
2241342880,8.0,5,4,11.6
2241342886,6.7,9,6,17.3
2241342891,5.2,2,1,15.6
2241342894,0.4,7,8,18.0
2241342896,10.2,8,3,16.3
2241342898,1.6,6,1,3.1
2241342901,6.4,2,-4,8.9
2241342907,7.6,8,7,13.8
2241342912,9.5,8,0,13.5
2241342918,10.2,1,-1,6.2
2241342920,11.8,2,8,9.6
2241342922,8.3,2,7,19.6
2241342926,7.6,8,9,7.1
2241342928,8.6,4,7,15.4
2241342931,3.1,1,0,19.3
2241342933,5.5,9,2,19.8
2241342938,4.7,2,9,8.1
2241342944,8.2,9,3,4.7
2241342950,8.7,8,-3,13.0
2241342953,8.9,1,-4,5.7
2241342955,0.6,5,2,13.6
2241342959,11.0,2,8,8.0
2241342963,0.6,7,5,14.6
2241342964,9.9,9,7,4.1
2241342967,10.3,5,-3,6.7
2241342969,2.7,8,2,0.5
2241342970,3.2,7,0,10.3
2241342976,6.5,9,-5,9.1
2241342980,4.2,8,1,2.5
2241342981,11.0,4,5,8.8
2241342982,5.2,3,0,4.4
2241342988,10.7,2,-3,14.7
2241342994,6.8,5,4,16.1
2241342999,11.6,2,8,8.6
2241343005,8.0,3,2,12.0
2241343006,5.6,8,-1,9.9
2241343009,0.9,6,7,3.7
2241343010,6.8,7,2,18.6
2241343012,7.7,1,7,13.7
2241343015,1.2,2,1,6.9
2241343019,4.2,9,6,15.2
2241343023,5.1,7,9,19.0
2241343025,6.6,4,0,11.2
2241343029,0.1,1,6,17.3
2241343030,6.4,5,7,8.4
2241343031,11.8,1,3,4.2
2241343032,7.2,7,-1,11.4
2241343038,1.0,4,9,1.9
2241343044,4.8,2,2,12.1
2241343049,9.3,4,0,15.8
2241343055,2.5,4,2,7.7
2241343056,4.9,4,2,15.6
2241343062,1.4,4,9,10.2
2241343064,6.6,1,1,13.8
2241343069,4.0,8,-3,12.6
2241343073,10.5,8,1,8.7
2241343079,10.4,9,2,14.2
2241343084,4.1,7,2,7.4
2241343088,0.2,6,7,0.2
2241343092,6.2,6,2,12.0
2241343098,2.7,9,0,6.8
2241343099,5.5,1,-4,8.8
2241343100,6.2,3,-1,9.7
2241343104,5.4,2,2,19.9
2241343110,1.6,8,4,16.3
2241343114,4.2,2,-1,14.8
2241343117,12.0,1,7,8.1
2241343123,1.1,4,3,4.8
2241343128,5.2,7,3,12.8
2241343133,10.9,1,-3,5.5
2241343138,7.6,1,7,16.0
2241343141,9.5,5,9,18.0
2241343144,7.0,5,-4,8.2
2241343150,2.4,4,6,4.3
2241343151,11.4,3,-2,13.2
2241343153,6.8,3,-1,11.1
2241343159,6.7,8,2,13.0
2241343163,2.2,3,3,14.8
2241343169,3.2,5,3,0.8
2241343171,10.1,3,7,13.3
2241343174,9.0,1,5,1.6
2241343178,3.7,7,1,6.7
2241343183,8.2,9,-2,6.7
2241343187,8.6,6,3,10.3
2241343191,2.1,8,8,11.6
2241343194,0.1,6,6,17.2
2241343198,6.4,3,2,17.4
2241343199,7.2,7,4,2.3
2241343201,11.2,6,-2,8.7
2241343206,0.9,5,5,9.5
2241343211,7.8,1,-3,9.0
2241343216,11.8,3,2,8.2
2241343219,5.3,9,9,16.8
2241343222,5.9,4,4,18.1
2241343223,3.0,3,1,18.9
2241343229,1.8,5,8,12.4
2241343233,4.9,5,-2,13.3
2241343237,10.5,9,9,14.3
2241343238,9.0,9,0,19.0
2241343240,8.8,7,9,17.9
2241343243,9.1,7,3,10.8
2241343248,10.1,6,4,12.8
2241343250,8.5,5,1,8.4
2241343253,3.5,2,8,11.4
2241343254,3.8,5,4,1.2
2241343260,3.2,9,6,15.7
2241343264,11.9,2,7,7.6
2241343266,10.5,9,9,10.8
2241343271,9.9,6,5,1.5
2241343277,8.8,7,5,9.3
2241343279,7.6,8,1,12.0
2241343285,8.0,2,6,10.5
2241343287,11.7,8,5,5.0
2241343291,10.1,8,2,19.9
2241343297,11.7,5,6,12.4
2241343301,6.8,6,2,5.7
2241343307,5.1,2,4,19.0
2241343311,2.1,1,9,10.4
2241343312,2.3,2,9,14.5
2241343315,5.0,8,-5,11.3
2241343317,7.7,1,0,13.4
2241343320,10.1,2,8,19.1
2241343326,0.2,5,5,8.0
2241343330,6.7,6,-4,10.8
2241343331,6.6,9,3,15.9
2241343336,8.2,2,-4,10.0
2241343342,3.1,2,3,14.4
2241343348,8.0,5,-1,6.7
2241343352,3.9,9,7,9.3
2241343357,8.1,3,5,0.9
2241343361,9.6,6,-1,13.1
2241343365,10.7,1,-5,6.0
2241343370,4.8,6,5,11.8
2241343371,7.8,9,5,0.5
2241343376,8.6,4,6,19.0
2241343381,5.0,4,-4,11.6
2241343387,5.9,9,-3,10.2
2241343390,3.3,9,1,17.5
2241343392,7.7,6,6,3.3
2241343395,6.6,5,7,15.6
2241343398,6.3,4,2,12.8
2241343401,1.7,8,5,15.1
2241343406,1.9,1,2,13.3
2241343407,2.9,3,9,19.8
2241343412,1.5,3,2,5.4
2241343417,6.8,2,-1,12.4
2241343423,6.7,4,8,5.4
2241343427,1.2,5,6,1.0
2241343429,11.2,5,5,16.1
2241343431,1.2,9,3,19.2
2241343435,0.5,3,3,10.7
2241343436,7.7,9,7,9.3
2241343437,9.1,6,-1,12.4
2241343443,9.1,2,1,13.8
2241343447,4.9,3,1,15.7
2241343452,10.3,4,-4,7.0
2241343453,5.7,8,6,9.2
2241343457,8.5,7,3,18.5
2241343458,7.8,2,0,16.8
2241343461,9.4,4,-4,9.3
2241343462,5.7,8,-5,5.3
2241343465,8.0,8,8,18.8
2241343470,9.7,9,3,9.9
2241343476,6.6,8,7,17.7
2241343478,8.4,2,-1,13.3
2241343484,2.9,1,7,18.2
2241343487,11.0,7,2,16.6
2241343488,7.6,2,9,14.6
2241343490,10.9,6,6,1.4
2241343491,3.9,8,1,3.7
2241343493,7.8,8,-2,8.3
2241343494,4.4,4,-4,7.7
2241343497,9.3,5,-3,12.7
2241343498,2.5,7,3,0.4
2241343499,11.2,7,8,10.1
2241343500,4.9,5,-1,10.4
2241343505,4.6,1,-4,5.1
2241343506,1.6,5,3,2.8
2241343512,1.3,7,7,13.6
2241343515,6.6,6,-1,5.4
2241343520,2.7,6,9,19.2
2241343523,8.9,8,-5,13.2
2241343526,2.8,3,7,3.0
2241343527,11.7,1,7,13.4
2241343530,0.5,6,9,18.5
2241343533,10.8,5,2,7.6
2241343538,1.9,9,1,16.7
2241343543,7.4,7,7,0.2
2241343549,9.1,6,3,7.9
2241343555,4.6,8,7,1.0
2241343559,10.8,6,-5,12.0
2241343561,11.8,9,-2,10.8
2241343564,2.3,3,7,3.2
2241343565,4.4,8,-4,8.1
2241343571,10.0,3,7,17.9
2241343577,10.4,3,-3,10.0
2241343583,10.7,2,2,12.7
2241343588,4.2,6,-1,14.9
2241343592,10.6,2,0,15.2
2241343596,9.6,2,9,1.0
2241343600,9.6,3,1,5.3
2241343603,1.6,4,6,7.2
2241343606,0.6,8,3,0.4
2241343608,11.7,6,8,12.9
2241343612,7.8,6,-1,13.9
2241343618,10.1,6,4,5.0
2241343622,9.4,3,-3,9.5
2241343624,2.4,3,1,12.0
2241343629,10.3,3,9,15.4
2241343635,9.9,4,1,11.5
2241343636,7.8,4,-4,12.5
2241343640,2.0,2,9,15.5
2241343645,7.5,2,4,9.3
2241343647,7.3,4,5,18.7
2241343650,8.7,7,0,14.9
2241343653,10.3,3,5,12.5
2241343654,7.0,3,7,11.8
2241343657,9.3,4,1,6.4
2241343658,8.9,7,-4,13.5
2241343663,6.8,1,2,18.2
2241343667,5.7,4,8,0.3
2241343673,6.8,2,-4,7.6
2241343677,5.3,1,7,18.5
2241343678,5.1,5,9,17.6
2241343682,9.6,2,-1,11.2
2241343687,4.0,1,5,5.7
2241343693,4.0,7,4,3.8
2241343696,0.8,2,1,2.4
2241343698,7.6,8,-3,11.3
2241343701,1.3,6,1,9.8
2241343702,9.7,3,4,16.4
2241343706,8.0,8,8,9.9
2241343711,2.8,2,4,15.9
2241343713,9.6,8,-2,11.0
2241343714,3.2,6,9,13.1
2241343719,10.7,8,-3,13.8
2241343723,9.1,1,4,8.2
2241343726,2.8,7,8,15.4
2241343732,1.9,8,9,6.4
2241343734,10.4,2,-3,12.0
2241343740,9.4,1,9,18.5
2241343746,9.4,3,0,16.3
2241343751,2.0,4,2,9.3
2241343754,2.5,3,8,10.6
2241343756,2.5,9,4,14.0
2241343762,7.4,9,5,9.7
2241343766,0.4,6,2,4.1
2241343772,4.1,1,-3,9.8
2241343776,4.0,5,5,14.4
2241343777,9.2,7,-2,9.2
2241343779,4.8,4,1,3.3
2241343781,4.7,9,0,5.7
2241343786,2.1,6,8,9.0
2241343790,10.1,1,-4,14.3
2241343796,1.7,4,5,2.3
2241343799,4.7,1,-5,14.9
2241343803,8.6,3,-1,8.9
2241343808,8.9,6,-5,13.3
2241343810,7.1,4,-4,14.0
2241343815,6.1,9,4,0.5
2241343818,5.4,2,-3,11.4
2241343820,9.9,4,3,7.7
2241343821,5.5,9,-4,14.3
2241343826,4.7,3,5,19.0
2241343829,5.5,6,2,3.0
2241343835,1.0,4,2,8.5
2241343841,4.6,2,-5,12.4
2241343842,11.8,7,0,5.8
2241343847,4.8,8,-3,6.7
2241343848,4.9,8,-1,5.7
2241343854,8.5,9,3,2.9
2241343858,3.1,4,5,16.9
2241343863,3.6,1,3,19.8
2241343865,4.2,3,-3,10.5
2241343869,6.5,5,5,13.6
2241343874,6.2,7,-3,6.6
2241343875,9.8,4,5,2.1
2241343878,0.4,6,9,1.6
2241343883,5.2,2,8,16.3
2241343885,2.5,6,1,18.2
2241343888,9.8,3,-3,13.2
2241343890,7.4,5,-5,13.4
2241343894,3.9,8,0,3.1
2241343896,11.5,3,-5,7.1
2241343900,1.4,5,0,9.0
2241343901,7.8,9,9,18.5
2241343904,4.5,2,-2,8.7
2241343906,6.8,6,-5,9.7
2241343910,0.1,3,5,0.3
2241343914,9.1,7,9,12.0
2241343916,11.4,2,0,11.3
2241343921,2.5,2,1,8.2
2241343925,4.2,7,5,18.1
2241343926,1.6,5,3,7.0
2241343928,0.4,6,1,10.7
2241343931,6.7,3,0,19.5
2241343934,3.3,5,8,12.2
2241343936,10.6,1,-2,6.7
2241343940,7.5,4,-5,10.5
2241343944,11.9,4,-1,10.5
2241343947,10.9,4,7,14.9
2241343953,5.9,3,0,0.3
2241343955,9.8,3,9,10.4
2241343956,12.0,9,-1,9.7
2241343958,7.0,1,3,18.9
2241343961,5.9,8,9,6.1
2241343967,7.7,7,-1,6.4
2241343972,8.7,8,-2,7.8
2241343977,8.6,6,8,5.3
2241343983,5.3,8,2,14.1
2241343984,2.4,6,5,19.3
2241343990,11.7,1,0,4.3
2241343992,8.2,5,1,1.9
2241343994,4.3,4,-1,10.3
2241343998,9.7,5,8,7.0
2241344000,6.0,4,7,4.5
